Anho,1P,T,Asistencia,Cod.Car.Sec,Cant.Materias,Recursante,Cant. C1,CGF,CIV,IND,MEC,ELE,MCT,ECA,Abandono
2018,20,8,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2019,22,0,1,CIV-PLS13 ,3,1,1,0,1,0,0,0,0,0,0
2016,11,3,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2019,18,3,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,10,0,1,CGF-PLS13 ,8,0,3,1,0,0,0,0,0,0,0
2022,9,3,1,CGF-PLS13 ,7,1,3,1,0,0,0,0,0,0,0
2019,17,3,1,MCT-PLS13 ,8,0,4,0,0,0,0,0,1,0,1
2021,12,2,1,MCT-PLS13 ,6,0,4,0,0,0,0,0,1,0,1
2021,15,5,1,MCT-PLS13 ,5,0,4,0,0,0,0,0,1,0,1
2022,7,5,1,MCT-PLS13 ,5,1,4,0,0,0,0,0,1,0,1
2021,0,3,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,1
2021,13,3,1,ELE-PLS13 ,3,0,1,0,0,0,0,1,0,0,1
2022,14,2,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,1
2017,20,8,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2016,22,9,1,MEC-PLS13 ,5,1,1,0,0,0,1,0,0,0,0
2021,16,5,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2022,0,5,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2021,15,2,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2018,22,7,1,MEC-PLS13 ,5,1,1,0,0,0,1,0,0,0,0
2017,16,5,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2016,14,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,9,5,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2017,21,5,0,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2016,22,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,18,7,1,MEC-PLS13 ,4,1,1,0,0,0,1,0,0,0,0
2019,14,3,1,CIV-PLS13 ,6,0,3,0,1,0,0,0,0,0,0
2021,9,5,1,IND-PLS13 ,5,1,2,0,0,1,0,0,0,0,0
2019,8,10,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2019,22,3,1,ELE-PLS13 ,7,1,1,0,0,0,0,1,0,0,0
2018,21,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,24,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,15,5,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2018,19,5,1,MCT-PLS13 ,3,1,2,0,0,0,0,0,1,0,0
2017,0,6,0,ELE-PLS13 ,5,0,2,0,0,0,0,1,0,0,0
2018,17,5,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2019,15,0,1,ELE-PLS13 ,3,1,2,0,0,0,0,1,0,0,0
2016,16,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2017,22,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,22,3,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2017,24,10,1,CGF-PLS13 ,5,1,1,1,0,0,0,0,0,0,0
2018,23,8,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,20,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,19,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,19,10,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2018,22,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,21,0,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,10,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,11,2,1,CIV-PLS13 ,7,1,3,0,1,0,0,0,0,0,0
2018,16,0,0,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2019,21,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,13,3,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2016,5,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,0,0,0,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,17,4,1,CIV-PLS13 ,2,1,1,0,1,0,0,0,0,0,0
2017,20,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,6,4,1,IND-PLS13 ,6,0,6,0,0,1,0,0,0,0,0
2022,3,3,1,IND-PLS13 ,6,1,6,0,0,1,0,0,0,0,0
2021,10,6,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2016,19,8,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2021,12,4,1,CIV-PLS13 ,6,1,3,0,1,0,0,0,0,0,0
2019,8,3,1,ELE-PLS13 ,6,0,4,0,0,0,0,1,0,0,0
2016,15,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,11,4,1,ELE-PLS13 ,3,0,1,0,0,0,0,1,0,0,0
2017,16,6,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,0
2019,22,8,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2019,10,2,1,MCT-PLS13 ,5,0,5,0,0,0,0,0,1,0,1
2021,4,3,1,MCT-PLS13 ,3,0,5,0,0,0,0,0,1,0,1
2021,0,3,1,MCT-PLS13 ,5,0,5,0,0,0,0,0,1,0,1
2022,1,0,1,ECA-PLS13 ,5,0,5,0,0,0,0,0,0,1,1
2019,18,7,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2017,9,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,12,2,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,0
2016,11,3,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2019,19,6,1,MCT-PLS13 ,6,1,1,0,0,0,0,0,1,0,0
2017,16,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,21,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,19,2,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2016,0,0,0,MCT-PLS13 ,5,0,2,0,0,0,0,0,1,0,1
2018,9,3,1,MCT-PLS13 ,4,0,2,0,0,0,0,0,1,0,1
2019,17,5,1,MCT-PLS13 ,3,1,2,0,0,0,0,0,1,0,1
2019,6,0,1,MCT-PLS13 ,3,1,2,0,0,0,0,0,1,0,1
2019,22,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,18,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,20,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,22,6,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2017,19,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,8,3,1,ECA-PLS13 ,5,0,1,0,0,0,0,0,0,1,0
2016,13,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,7,3,1,MEC-PLS13 ,5,0,1,0,0,0,1,0,0,0,1
2021,0,0,1,ELE-PLS13 ,6,0,2,0,0,0,0,1,0,0,1
2021,0,0,1,ELE-PLS13 ,7,0,2,0,0,0,0,1,0,0,1
2019,22,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,9,2,1,CGF-PLS13 ,8,1,6,1,0,0,0,0,0,0,0
2018,21,0,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2019,19,4,1,CIV-PLS13 ,3,1,1,0,1,0,0,0,0,0,0
2017,21,5,1,MEC-PLS13 ,5,1,1,0,0,0,1,0,0,0,0
2022,5,0,1,ECA-PLS13 ,5,0,6,0,0,0,0,0,0,1,1
2019,11,3,1,IND-PLS13 ,7,0,5,0,0,1,0,0,0,0,1
2021,4,2,1,IND-PLS13 ,4,0,5,0,0,1,0,0,0,0,1
2021,19,4,1,IND-PLS13 ,5,1,5,0,0,1,0,0,0,0,1
2022,0,4,1,IND-PLS13 ,4,1,5,0,0,1,0,0,0,0,1
2019,24,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,20,10,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2021,6,2,1,CIV-PLS13 ,8,0,3,0,1,0,0,0,0,0,0
2022,0,2,1,CIV-PLS13 ,8,0,3,0,1,0,0,0,0,0,0
2021,5,3,1,MCT-PLS13 ,3,0,2,0,0,0,0,0,1,0,1
2021,18,6,1,MCT-PLS13 ,4,1,2,0,0,0,0,0,1,0,1
2022,14,6,1,MCT-PLS13 ,2,1,2,0,0,0,0,0,1,0,1
2016,12,5,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2019,9,4,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2019,16,0,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2019,18,4,1,MCT-PLS13 ,4,1,2,0,0,0,0,0,1,0,0
2021,13,5,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2016,5,8,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2021,12,1,1,ELE-PLS13 ,7,0,2,0,0,0,0,1,0,0,1
2018,20,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,22,0,1,ELE-PLS13 ,6,1,1,0,0,0,0,1,0,0,0
2019,13,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,12,2,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2017,22,0,0,IND-PLS13 ,4,1,1,0,0,1,0,0,0,0,0
2019,7,2,1,IND-PLS13 ,4,0,8,0,0,1,0,0,0,0,0
2017,21,2,1,CIV-PLS13 ,3,1,1,0,1,0,0,0,0,0,0
2018,22,7,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2021,8,4,1,ELE-PLS13 ,5,0,2,0,0,0,0,1,0,0,0
2022,9,6,1,ELE-PLS13 ,4,1,2,0,0,0,0,1,0,0,0
2019,18,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,8,6,1,CIV-PLS13 ,5,0,4,0,1,0,0,0,0,0,0
2022,16,3,1,CIV-PLS13 ,5,1,4,0,1,0,0,0,0,0,0
2021,5,6,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2016,6,5,1,CIV-PLS13 ,3,0,1,0,1,0,0,0,0,0,0
2017,23,9,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2018,19,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,17,4,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,1
2019,8,0,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,1
2022,14,4,1,CIV-PLS13 ,5,1,4,0,1,0,0,0,0,0,0
2016,14,7,1,IND-PLS13 ,3,1,1,0,0,1,0,0,0,0,0
2019,22,9,1,CIV-PLS13 ,3,1,1,0,1,0,0,0,0,0,0
2018,22,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,20,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,24,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,20,7,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2019,20,7,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2019,0,5,1,ELE-PLS13 ,6,0,1,0,0,0,0,1,0,0,1
2021,0,0,1,ELE-PLS13 ,6,0,1,0,0,0,0,1,0,0,1
2022,0,0,1,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,1
2019,12,3,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2019,11,0,1,CIV-PLS13 ,4,1,2,0,1,0,0,0,0,0,0
2018,16,4,1,ELE-PLS13 ,2,1,1,0,0,0,0,1,0,0,0
2021,12,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,20,9,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2017,17,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2017,14,2,0,CIV-PLS13 ,4,0,8,0,1,0,0,0,0,0,1
2018,0,0,1,CIV-PLS13 ,3,0,8,0,1,0,0,0,0,0,1
2022,13,2,1,CIV-PLS13 ,4,1,8,0,1,0,0,0,0,0,1
2021,5,3,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2021,3,3,1,CIV-PLS13 ,8,0,1,0,1,0,0,0,0,0,0
2022,8,2,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2016,16,7,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2018,15,5,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2019,17,0,1,MCT-PLS13 ,4,1,1,0,0,0,0,0,1,0,0
2019,11,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,12,4,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2019,15,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,19,10,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,22,10,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,24,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,17,4,1,IND-PLS13 ,6,1,1,0,0,1,0,0,0,0,0
2022,9,4,1,IND-PLS13 ,6,1,1,0,0,1,0,0,0,0,0
2018,15,2,0,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,0
2019,21,4,1,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,0
2019,7,7,1,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,0
2019,7,2,1,ELE-PLS13 ,5,0,7,0,0,0,0,1,0,0,0
2019,7,3,1,CIV-PLS13 ,8,0,5,0,1,0,0,0,0,0,1
2016,18,4,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2016,17,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,18,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,11,0,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2018,6,3,1,CIV-PLS13 ,5,0,4,0,1,0,0,0,0,0,0
2021,0,0,1,CIV-PLS13 ,6,0,4,0,1,0,0,0,0,0,1
2021,8,2,1,CIV-PLS13 ,5,0,4,0,1,0,0,0,0,0,1
2022,15,3,1,CIV-PLS13 ,5,1,4,0,1,0,0,0,0,0,1
2016,12,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,21,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,22,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,22,9,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,22,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,9,5,1,CIV-PLS13 ,4,0,3,0,1,0,0,0,0,0,0
2021,12,10,1,IND-PLS13 ,5,1,2,0,0,1,0,0,0,0,0
2019,11,8,1,CIV-PLS13 ,6,1,3,0,1,0,0,0,0,0,0
2019,12,0,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,1
2021,6,0,1,ELE-PLS13 ,6,0,6,0,0,0,0,1,0,0,1
2022,0,0,1,ELE-PLS13 ,5,0,6,0,0,0,0,1,0,0,1
2019,18,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,13,5,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2018,17,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,7,4,1,ELE-PLS13 ,7,1,5,0,0,0,0,1,0,0,0
2017,23,6,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2021,6,3,1,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,0
2021,19,5,1,IND-PLS13 ,6,1,1,0,0,1,0,0,0,0,0
2022,15,5,1,IND-PLS13 ,4,1,1,0,0,1,0,0,0,0,0
2019,23,4,1,CIV-PLS13 ,8,1,3,0,1,0,0,0,0,0,0
2019,17,4,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,12,0,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,3,4,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,1
2021,2,3,1,CIV-PLS13 ,4,0,3,0,1,0,0,0,0,0,1
2021,11,3,1,CIV-PLS13 ,3,0,3,0,1,0,0,0,0,0,1
2022,9,3,1,CIV-PLS13 ,3,0,3,0,1,0,0,0,0,0,1
2017,22,7,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2016,17,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,20,0,0,ELE-PLS13 ,5,0,6,0,0,0,0,1,0,0,1
2021,9,0,1,ELE-PLS13 ,6,0,6,0,0,0,0,1,0,0,1
2022,10,2,1,ELE-PLS13 ,6,0,6,0,0,0,0,1,0,0,1
2018,18,2,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,17,6,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2019,2,2,1,ELE-PLS13 ,3,1,3,0,0,0,0,1,0,0,0
2019,5,0,1,ELE-PLS13 ,4,1,3,0,0,0,0,1,0,0,0
2017,17,6,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2018,24,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,16,4,1,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,0
2018,19,3,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2018,23,3,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,10,2,1,MCT-PLS13 ,5,0,4,0,0,0,0,0,1,0,1
2021,14,2,1,MCT-PLS13 ,4,0,4,0,0,0,0,0,1,0,1
2022,8,3,1,MCT-PLS13 ,6,0,4,0,0,0,0,0,1,0,1
2016,16,8,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,1
2017,0,0,0,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,1
2018,0,0,0,CIV-PLS13 ,4,0,1,0,1,0,0,0,0,0,1
2019,0,0,1,CIV-PLS13 ,6,0,1,0,1,0,0,0,0,0,1
2021,4,0,1,CIV-PLS13 ,2,0,3,0,1,0,0,0,0,0,1
2022,10,3,1,MCT-PLS13 ,5,1,3,0,0,0,0,0,1,0,1
2016,14,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,17,4,0,CIV-PLS13 ,3,1,1,0,1,0,0,0,0,0,0
2019,19,6,1,IND-PLS13 ,5,1,2,0,0,1,0,0,0,0,0
2017,21,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,22,5,1,CIV-PLS13 ,6,1,3,0,1,0,0,0,0,0,0
2022,0,5,1,CIV-PLS13 ,6,1,3,0,1,0,0,0,0,0,0
2016,14,9,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2016,18,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,10,3,1,CIV-PLS13 ,4,1,4,0,1,0,0,0,0,0,1
2021,13,3,1,CIV-PLS13 ,8,1,4,0,1,0,0,0,0,0,1
2022,15,3,1,CIV-PLS13 ,8,1,4,0,1,0,0,0,0,0,1
2019,23,4,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2021,12,2,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2021,8,2,1,IND-PLS13 ,6,1,1,0,0,1,0,0,0,0,0
2016,12,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,20,3,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2018,21,4,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2019,0,2,1,CIV-PLS13 ,7,0,5,0,1,0,0,0,0,0,1
2021,9,5,1,CIV-PLS13 ,5,0,5,0,1,0,0,0,0,0,1
2021,17,5,1,CIV-PLS13 ,5,1,5,0,1,0,0,0,0,0,1
2019,17,9,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2022,7,0,1,IND-PLS13 ,4,0,4,0,0,1,0,0,0,0,1
2018,6,0,1,CIV-PLS13 ,4,0,9,0,1,0,0,0,0,0,1
2016,0,3,1,IND-PLS13 ,4,0,1,0,0,1,0,0,0,0,1
2016,0,0,0,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,1
2017,24,9,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,1
2018,23,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2018,21,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,20,5,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2016,22,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,17,5,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2019,12,5,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2016,12,1,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2017,22,3,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2018,14,3,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2019,14,0,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2019,9,8,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2016,11,3,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,19,8,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,20,5,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2019,10,0,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2021,13,3,1,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,1
2022,7,4,1,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,1
2022,22,6,1,MCT-PLS13 ,6,1,1,0,0,0,0,0,1,0,0
2019,17,9,1,ECA-PLS13 ,7,1,1,0,0,0,0,0,0,1,0
2021,0,0,1,CIV-PLS13 ,6,0,2,0,1,0,0,0,0,0,1
2021,13,6,1,CIV-PLS13 ,6,0,2,0,1,0,0,0,0,0,1
2022,13,4,1,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,1
2019,8,5,1,MEC-PLS13 ,5,0,2,0,0,0,1,0,0,0,1
2021,0,0,1,MEC-PLS13 ,3,0,2,0,0,0,1,0,0,0,1
2021,13,3,1,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,0
2022,9,7,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2021,13,4,1,ELE-PLS13 ,4,1,2,0,0,0,0,1,0,0,0
2017,17,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,8,8,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,22,9,1,ELE-PLS13 ,2,1,1,0,0,0,0,1,0,0,0
2021,10,4,1,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,0
2022,17,4,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2019,22,8,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2019,22,7,1,ELE-PLS13 ,7,1,1,0,0,0,0,1,0,0,0
2016,5,3,1,CIV-PLS13 ,3,0,1,0,1,0,0,0,0,0,1
2017,1,2,1,CIV-PLS13 ,3,0,1,0,1,0,0,0,0,0,1
2018,20,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,17,7,1,MCT-PLS13 ,4,1,5,0,0,0,0,0,1,0,0
2021,12,8,1,MCT-PLS13 ,4,1,5,0,0,0,0,0,1,0,0
2019,20,9,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2016,19,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,0,0,0,CIV-PLS13 ,2,0,1,0,1,0,0,0,0,0,1
2021,12,3,1,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,0
2022,11,7,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2016,19,10,1,CIV-PLS13 ,1,1,1,0,1,0,0,0,0,0,0
2019,11,3,1,IND-PLS13 ,4,0,2,0,0,1,0,0,0,0,0
2019,4,7,1,IND-PLS13 ,5,0,2,0,0,1,0,0,0,0,0
2017,20,8,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2021,12,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2018,19,8,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2016,15,10,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,9,4,1,CIV-PLS13 ,6,0,1,0,1,0,0,0,0,0,0
2019,23,10,1,MEC-PLS13 ,5,1,1,0,0,0,1,0,0,0,0
2019,18,6,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2016,22,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,11,2,1,MEC-PLS13 ,6,0,1,0,0,0,1,0,0,0,0
2022,12,3,1,MEC-PLS13 ,4,0,1,0,0,0,1,0,0,0,0
2016,15,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,24,10,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,4,5,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2021,16,5,1,CIV-PLS13 ,4,1,2,0,1,0,0,0,0,0,0
2022,10,6,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2019,18,4,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2019,13,2,1,CIV-PLS13 ,6,0,1,0,1,0,0,0,0,0,0
2019,11,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,22,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,24,9,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,2,2,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,1
2021,6,2,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,1
2022,0,0,1,CIV-PLS13 ,6,0,3,0,1,0,0,0,0,0,1
2017,23,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,21,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,18,6,1,CIV-PLS13 ,4,0,1,0,1,0,0,0,0,0,0
2018,24,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,10,5,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2019,22,5,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
